Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,Year,Month,Day,Collection Site,Commodity Code,Analyzing Lab Code
ND0604245002WRMT1,WR,AEY,Dimethenamid oxanilic acid (OA),F,3,0.63,T,LT,,,H,O,811,62,,ND,6,4,24,50,2,WR,MT1
ND0604245002WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,H,O,812,7,,ND,6,4,24,50,2,WR,MT1
ND0604245002WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,ND,6,4,24,50,2,WR,MT1
ND0605095002WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,753,Imazamethabenz methyl,J,1.8,0.31,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LT,,Q,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LT,,Q,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,AED,Hydroxy atrazine,R,38,1.2,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,34,1.6,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,26,0.36,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,26,0.68,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,305,Atrazine,R,23,0.66,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,B46,Clopyralid,G,21,3.4,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,26,"2,4-D",G,20,0.65,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,964,Desethyl atrazine,R,13,0.43,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,11,3.2,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,758,Bentazon,F,11,0.18,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,10,1.7,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,AEE,Imazamethabenz acid,J,8.4,0.6,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,ACM,Nicosulfuron,K,2.8,1.7,T,LT,,Q,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,2.7,0.61,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,942,Prometon,R,2.7,0.17,T,LT,,,H,O,811,62,,ND,6,5,9,50,2,WR,MT1
ND0605095002WRMT1,WR,283,Metolachlor,A,2.5,1.5,T,M,,Q,H,O,812,7,,ND,6,5,9,50,2,WR,MT1
ND0605155001WRCO1,WR,305,Atrazine,R,18,5,T,M,,,H,O,901,7,,ND,6,5,15,50,1,WR,CO1
ND0605225002WRMT1,WR,ACM,Nicosulfuron,K,2.8,1.7,T,LT,,Q,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,2.7,0.61,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LT,,Q,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,ACD,Imazethapyr,J,2,1,T,LT,,Q,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LT,,Q,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,753,Imazamethabenz methyl,J,0.52,0.31,T,LT,,Q,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LT,,Q,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,26,"2,4-D",G,66,0.65,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,305,Atrazine,R,42,0.66,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,41,1.6,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,40,0.68,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,AED,Hydroxy atrazine,R,33,1.2,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,32,0.36,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,B46,Clopyralid,G,16,3.4,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,964,Desethyl atrazine,R,16,0.43,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,807,Acetochlor,A,15.3,9.2,T,M,,Q,H,O,812,7,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,AEB,Dimethenamid/Dimethenamid P,F,15,2.5,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,283,Metolachlor,A,14,1.5,T,M,,,H,O,812,7,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,11,1.7,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,758,Bentazon,F,8.3,0.18,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,B72,Tetraconazole,L,6.2,3.7,T,LT,,Q,H,O,810,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,32,Diuron,A,5.8,3.5,T,LT,,Q,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,AEE,Imazamethabenz acid,J,5.6,0.6,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,942,Prometon,R,5.4,0.17,T,LT,,,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0605225002WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,5.3,3.2,T,LT,,Q,H,O,811,62,,ND,6,5,22,50,2,WR,MT1
ND0606055002WRMT1,WR,305,Atrazine,R,55,0.66,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,26,"2,4-D",G,55,0.65,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,49,0.68,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,44,1.6,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,B46,Clopyralid,G,35,3.4,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,AED,Hydroxy atrazine,R,31,1.2,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,28,0.36,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,AEB,Dimethenamid/Dimethenamid P,F,20,2.5,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,15,1.7,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,964,Desethyl atrazine,R,15,0.43,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,ACM,Nicosulfuron,K,8.4,1.7,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,283,Metolachlor,A,8.4,1.5,T,M,,,H,O,812,7,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,942,Prometon,R,6.5,0.17,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,B72,Tetraconazole,L,6.2,3.7,T,LT,,Q,H,O,810,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,758,Bentazon,F,6.2,0.18,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,5.3,3.2,T,LT,,Q,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,3.3,0.61,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,AEE,Imazamethabenz acid,J,2.9,0.6,T,LT,,,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,ACD,Imazethapyr,J,2,1,T,LT,,Q,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,ACB,Imazapyr,J,2,1,T,LT,,Q,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,149,Simazine,R,1.18,0.71,T,LT,,Q,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606055002WRMT1,WR,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LT,,Q,H,O,811,62,,ND,6,6,5,50,2,WR,MT1
ND0606195002WRMT1,WR,ABQ,Alachlor oxanilic acid (OA),A,3.2,0.61,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,AEE,Imazamethabenz acid,J,2.4,0.6,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,AEY,Dimethenamid oxanilic acid (OA),F,2.3,0.63,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,ACD,Imazethapyr,J,2,1,T,LT,,Q,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,149,Simazine,R,1.18,0.71,T,LT,,Q,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LT,,Q,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,305,Atrazine,R,120,0.66,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,B46,Clopyralid,G,76,3.4,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,AEB,Dimethenamid/Dimethenamid P,F,58,2.5,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,ABO,Acetochlor oxanilic acid (OA),A,51,0.68,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,283,Metolachlor,A,46,1.5,T,M,,,H,O,812,7,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,37,1.6,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,AED,Hydroxy atrazine,R,36,1.2,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,36,0.36,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,26,"2,4-D",G,36,0.65,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,964,Desethyl atrazine,R,25,0.43,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,17,1.7,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,807,Acetochlor,A,15.3,9.2,T,M,,Q,H,O,812,7,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,ACH,Metolachlor oxanilic acid (OA),A,12,3.2,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,785,Desisopropyl atrazine,R,11,3.1,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,ACM,Nicosulfuron,K,9.2,1.7,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,B72,Tetraconazole,L,6.2,3.7,T,LT,,Q,H,O,810,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,758,Bentazon,F,6,0.18,T,LT,,,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0606195002WRMT1,WR,32,Diuron,A,5.8,3.5,T,LT,,Q,H,O,811,62,,ND,6,6,19,50,2,WR,MT1
ND0608075001WRCO1,WR,305,Atrazine,R,42,25,T,M,,Q,H,O,901,7,,ND,6,8,7,50,1,WR,CO1
ND0611275001WRCO1,WR,964,Desethyl atrazine,R,40,25,T,M,,,H,O,901,7,,ND,6,11,27,50,1,WR,CO1
ND0601095002WUMT1,WU,942,Prometon,R,1.3,0.17,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LT,,Q,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,305,Atrazine,R,28,0.66,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,21,0.36,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,AED,Hydroxy atrazine,R,20,1.2,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,20,1.7,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,20,0.68,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,17,1.6,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,964,Desethyl atrazine,R,15,0.43,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,26,"2,4-D",G,11,0.65,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,758,Bentazon,F,9.8,0.18,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,B46,Clopyralid,G,5.7,3.4,T,LT,,Q,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,5.3,3.2,T,LT,,Q,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,2.9,0.61,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,ACM,Nicosulfuron,K,2.8,1.7,T,LT,,Q,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,AEE,Imazamethabenz acid,J,2.6,0.6,T,LT,,,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601095002WUMT1,WU,ACD,Imazethapyr,J,2,1,T,LT,,Q,H,O,811,62,,ND,6,1,9,50,2,WU,MT1
ND0601235002WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LT,,Q,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,942,Prometon,R,0.99,0.17,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,780,Tebuthiuron,F,0.35,0.21,T,LT,,Q,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,33,0.36,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,305,Atrazine,R,31,0.66,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,30,1.7,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,26,0.68,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,AED,Hydroxy atrazine,R,21,1.2,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,20,1.6,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,964,Desethyl atrazine,R,17,0.43,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,758,Bentazon,F,17,0.18,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,26,"2,4-D",G,13,0.65,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,12,3.2,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,5.9,0.61,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,B46,Clopyralid,G,5.7,3.4,T,LT,,Q,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,AEE,Imazamethabenz acid,J,2.9,0.6,T,LT,,,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,ACM,Nicosulfuron,K,2.8,1.7,T,LT,,Q,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0601235002WUMT1,WU,ACD,Imazethapyr,J,2,1,T,LT,,Q,H,O,811,62,,ND,6,1,23,50,2,WU,MT1
ND0602135002WUMT1,WU,26,"2,4-D",G,12,0.65,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,11,3.2,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,758,Bentazon,F,6.6,0.18,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,B46,Clopyralid,G,5.7,3.4,T,LT,,Q,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,3.5,0.61,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,ACM,Nicosulfuron,K,2.8,1.7,T,LT,,Q,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,AEE,Imazamethabenz acid,J,2.6,0.6,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LT,,Q,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,942,Prometon,R,0.87,0.17,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,780,Tebuthiuron,F,0.35,0.21,T,LT,,Q,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,305,Atrazine,R,31,0.66,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,25,1.7,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,23,0.36,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,AED,Hydroxy atrazine,R,17,1.2,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,16,0.68,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602135002WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,16,1.6,T,LT,,,H,O,811,62,,ND,6,2,13,50,2,WU,MT1
ND0602275002WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,3.6,0.61,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LT,,Q,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,AEE,Imazamethabenz acid,J,1,0.6,T,LT,,Q,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,942,Prometon,R,0.84,0.17,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,305,Atrazine,R,28,0.66,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,26,1.7,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,24,0.36,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,23,1.6,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,21,0.68,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,AED,Hydroxy atrazine,R,20,1.2,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,13,3.2,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,964,Desethyl atrazine,R,13,0.43,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,26,"2,4-D",G,10,0.65,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0602275002WUMT1,WU,758,Bentazon,F,6.1,0.18,T,LT,,,H,O,811,62,,ND,6,2,27,50,2,WU,MT1
ND0603135002WUMT1,WU,305,Atrazine,R,24,0.66,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,22,1.7,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,16,0.36,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,964,Desethyl atrazine,R,15,0.43,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,AED,Hydroxy atrazine,R,13,1.2,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,26,"2,4-D",G,10,0.65,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,7.4,0.68,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,5.9,1.6,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,B46,Clopyralid,G,5.7,3.4,T,LT,,Q,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,5.3,3.2,T,LT,,Q,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,758,Bentazon,F,4.8,0.18,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,3,0.61,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,AEE,Imazamethabenz acid,J,2.2,0.6,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
ND0603135002WUMT1,WU,942,Prometon,R,1.5,0.17,T,LT,,,H,O,811,62,,ND,6,3,13,50,2,WU,MT1
