Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,Year,Month,day,,,
NE1103285575WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,56.3,10,T,LU,,,,O,999,52,,NE,11,3,28,5575,WG,MN1
NE1103285575WGMN1,WG,964,Desethyl atrazine,R,46,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5575,WG,MN1
NE1103285575WGMN1,WG,283,Metolachlor,A,27.9,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5575,WG,MN1
NE1103285576WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,18.6,3,T,LU,,,,O,999,52,,NE,11,3,28,5576,WG,MN1
NE1103285576WGMN1,WG,964,Desethyl atrazine,R,10.2,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5576,WG,MN1
NE1103285576WGMN1,WG,758,Bentazon,F,0.672,0.3,T,LU,,Q,E,O,999,52,,NE,11,3,28,5576,WG,MN1
NE1103285576WGMN1,WG,305,Atrazine,R,73,10,T,LU,,,,O,999,7,,NE,11,3,28,5576,WG,MN1
NE1103285576WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,62.7,3,T,LU,,,,O,999,52,,NE,11,3,28,5576,WG,MN1
NE1103285576WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,59.7,9,T,LU,,,,O,999,52,,NE,11,3,28,5576,WG,MN1
NE1103285576WGMN1,WG,283,Metolachlor,A,52.2,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5576,WG,MN1
NE1103285576WGMN1,WG,26,"2,4-D",G,45.3,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5576,WG,MN1
NE1103285576WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,36.6,10,T,LU,,,,O,999,52,,NE,11,3,28,5576,WG,MN1
NE1104045577WGMN1,WG,807,Acetochlor,A,32.2,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5577,WG,MN1
NE1104045577WGMN1,WG,964,Desethyl atrazine,R,14.8,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5577,WG,MN1
NE1104045577WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,103,3,T,LU,,,,O,999,52,,NE,11,4,4,5577,WG,MN1
NE1104045577WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,93.6,9,T,LU,,,,O,999,52,,NE,11,4,4,5577,WG,MN1
NE1104045577WGMN1,WG,26,"2,4-D",G,79.9,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5577,WG,MN1
NE1104045577WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,73.6,10,T,LU,,,,O,999,52,,NE,11,4,4,5577,WG,MN1
NE1104045577WGMN1,WG,283,Metolachlor,A,63.3,15,T,LU,,Q,,O,999,7,,NE,11,4,4,5577,WG,MN1
NE1104045577WGMN1,WG,305,Atrazine,R,63,10,T,LU,,,,O,999,7,,NE,11,4,4,5577,WG,MN1
NE1104045577WGMN1,WG,AED,Hydroxy atrazine,R,39.3,2,T,LU,,,,O,999,52,,NE,11,4,4,5577,WG,MN1
NE1104045578WGMN1,WG,305,Atrazine,R,107,10,T,LU,,,,O,999,7,,NE,11,4,4,5578,WG,MN1
NE1104045578WGMN1,WG,ACB,Imazapyr,J,88.2,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5578,WG,MN1
NE1104045578WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,64.8,9,T,LU,,,,O,999,52,,NE,11,4,4,5578,WG,MN1
NE1104045578WGMN1,WG,283,Metolachlor,A,50,15,T,LU,,Q,,O,999,7,,NE,11,4,4,5578,WG,MN1
NE1104045578WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,45,10,T,LU,,,,O,999,52,,NE,11,4,4,5578,WG,MN1
NE1104045578WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,42,12.5,T,LU,,,,O,999,52,,NE,11,4,4,5578,WG,MN1
NE1104045578WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,40.4,3,T,LU,,,,O,999,52,,NE,11,4,4,5578,WG,MN1
NE1104045578WGMN1,WG,AED,Hydroxy atrazine,R,29.5,2,T,LU,,,,O,999,52,,NE,11,4,4,5578,WG,MN1
NE1104045578WGMN1,WG,964,Desethyl atrazine,R,27.5,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5578,WG,MN1
NE1104045578WGMN1,WG,26,"2,4-D",G,20,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5578,WG,MN1
NE1104045579WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,35.6,3,T,LU,,,,O,999,52,,NE,11,4,4,5579,WG,MN1
NE1104045579WGMN1,WG,964,Desethyl atrazine,R,16.5,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5579,WG,MN1
NE1104045579WGMN1,WG,283,Metolachlor,A,119,15,T,LU,,,,O,999,7,,NE,11,4,4,5579,WG,MN1
NE1104045579WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,118,9,T,LU,,,,O,999,52,,NE,11,4,4,5579,WG,MN1
NE1104045579WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,107,3,T,LU,,,,O,999,52,,NE,11,4,4,5579,WG,MN1
NE1104045579WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,98.6,10,T,LU,,,,O,999,52,,NE,11,4,4,5579,WG,MN1
NE1104045579WGMN1,WG,26,"2,4-D",G,84.4,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5579,WG,MN1
NE1104045579WGMN1,WG,305,Atrazine,R,53.9,10,T,LU,,,,O,999,7,,NE,11,4,4,5579,WG,MN1
NE1104045580WGMN1,WG,964,Desethyl atrazine,R,25.3,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5580,WG,MN1
NE1104045580WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,17.9,12.5,T,LU,,Q,,O,999,52,,NE,11,4,4,5580,WG,MN1
NE1104045580WGMN1,WG,ACD,Imazethapyr,J,2.01,2,T,LU,,Q,,O,999,52,,NE,11,4,4,5580,WG,MN1
NE1104045580WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,114,9,T,LU,,,,O,999,52,,NE,11,4,4,5580,WG,MN1
NE1104045580WGMN1,WG,283,Metolachlor,A,81.3,15,T,LU,,,,O,999,7,,NE,11,4,4,5580,WG,MN1
NE1104045580WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,80.1,3,T,LU,,,,O,999,52,,NE,11,4,4,5580,WG,MN1
NE1104045580WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,74.6,10,T,LU,,,,O,999,52,,NE,11,4,4,5580,WG,MN1
NE1104045580WGMN1,WG,26,"2,4-D",G,61.3,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5580,WG,MN1
NE1104045580WGMN1,WG,AED,Hydroxy atrazine,R,49.3,2,T,LU,,,,O,999,52,,NE,11,4,4,5580,WG,MN1
NE1104045580WGMN1,WG,305,Atrazine,R,44.8,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5580,WG,MN1
NE1104045580WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,26.1,3,T,LU,,,,O,999,52,,NE,11,4,4,5580,WG,MN1
NE1104045581WGMN1,WG,964,Desethyl atrazine,R,15,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5581,WG,MN1
NE1104045581WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,137,9,T,LU,,,,O,999,52,,NE,11,4,4,5581,WG,MN1
NE1104045581WGMN1,WG,283,Metolachlor,A,133,15,T,LU,,,,O,999,7,,NE,11,4,4,5581,WG,MN1
NE1104045581WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,110,3,T,LU,,,,O,999,52,,NE,11,4,4,5581,WG,MN1
NE1104045581WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,98.2,10,T,LU,,,,O,999,52,,NE,11,4,4,5581,WG,MN1
NE1104045581WGMN1,WG,26,"2,4-D",G,89.6,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5581,WG,MN1
NE1104045581WGMN1,WG,AED,Hydroxy atrazine,R,51.8,2,T,LU,,,,O,999,52,,NE,11,4,4,5581,WG,MN1
NE1104045581WGMN1,WG,305,Atrazine,R,48.2,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5581,WG,MN1
NE1104045582WGMN1,WG,964,Desethyl atrazine,R,12.6,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5582,WG,MN1
NE1104045582WGMN1,WG,ACD,Imazethapyr,J,2.21,2,T,LU,,Q,,O,999,52,,NE,11,4,4,5582,WG,MN1
NE1104045582WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,143,9,T,LU,,,,O,999,52,,NE,11,4,4,5582,WG,MN1
NE1104045582WGMN1,WG,283,Metolachlor,A,138,15,T,LU,,,,O,999,7,,NE,11,4,4,5582,WG,MN1
NE1104045582WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,111,3,T,LU,,,,O,999,52,,NE,11,4,4,5582,WG,MN1
NE1104045582WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,102,10,T,LU,,,,O,999,52,,NE,11,4,4,5582,WG,MN1
NE1104045582WGMN1,WG,26,"2,4-D",G,92,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5582,WG,MN1
NE1104045582WGMN1,WG,AED,Hydroxy atrazine,R,55.6,2,T,LU,,,,O,999,52,,NE,11,4,4,5582,WG,MN1
NE1104045582WGMN1,WG,305,Atrazine,R,49,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5582,WG,MN1
NE1104045582WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,40.5,3,T,LU,,,,O,999,52,,NE,11,4,4,5582,WG,MN1
NE1104045583WGMN1,WG,758,Bentazon,F,1.23,0.3,T,LU,,,E,O,999,52,,NE,11,4,4,5583,WG,MN1
NE1104045583WGMN1,WG,283,Metolachlor,A,119,15,T,LU,,,,O,999,7,,NE,11,4,4,5583,WG,MN1
NE1104045583WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,116,3,T,LU,,,,O,999,52,,NE,11,4,4,5583,WG,MN1
NE1104045583WGMN1,WG,26,"2,4-D",G,113,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5583,WG,MN1
NE1104045583WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,108,10,T,LU,,,,O,999,52,,NE,11,4,4,5583,WG,MN1
NE1104045583WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,108,9,T,LU,,,,O,999,52,,NE,11,4,4,5583,WG,MN1
NE1104045583WGMN1,WG,AED,Hydroxy atrazine,R,50.4,2,T,LU,,,,O,999,52,,NE,11,4,4,5583,WG,MN1
NE1104045583WGMN1,WG,305,Atrazine,R,47.6,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5583,WG,MN1
NE1104045583WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,47.4,3,T,LU,,,,O,999,52,,NE,11,4,4,5583,WG,MN1
NE1104045584WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,42.7,3,T,LU,,,,O,999,52,,NE,11,4,4,5584,WG,MN1
NE1104045584WGMN1,WG,964,Desethyl atrazine,R,12.9,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5584,WG,MN1
NE1104045584WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,162,9,T,LU,,,,O,999,52,,NE,11,4,4,5584,WG,MN1
NE1104045584WGMN1,WG,283,Metolachlor,A,141,15,T,LU,,,,O,999,7,,NE,11,4,4,5584,WG,MN1
NE1104045584WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,113,3,T,LU,,,,O,999,52,,NE,11,4,4,5584,WG,MN1
NE1104045584WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,105,10,T,LU,,,,O,999,52,,NE,11,4,4,5584,WG,MN1
NE1104045584WGMN1,WG,26,"2,4-D",G,99.2,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5584,WG,MN1
NE1104045584WGMN1,WG,AED,Hydroxy atrazine,R,56.2,2,T,LU,,,,O,999,52,,NE,11,4,4,5584,WG,MN1
NE1104045585WGMN1,WG,305,Atrazine,R,106,10,T,LU,,,,O,999,7,,NE,11,4,4,5585,WG,MN1
NE1104045585WGMN1,WG,ACB,Imazapyr,J,99.5,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5585,WG,MN1
NE1104045585WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,62.1,9,T,LU,,,,O,999,52,,NE,11,4,4,5585,WG,MN1
NE1104045585WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,42,10,T,LU,,,,O,999,52,,NE,11,4,4,5585,WG,MN1
NE1104045585WGMN1,WG,283,Metolachlor,A,41.7,15,T,LU,,Q,,O,999,7,,NE,11,4,4,5585,WG,MN1
NE1104045585WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,40.3,3,T,LU,,,,O,999,52,,NE,11,4,4,5585,WG,MN1
NE1104045585WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,39.9,12.5,T,LU,,Q,,O,999,52,,NE,11,4,4,5585,WG,MN1
NE1104045585WGMN1,WG,AED,Hydroxy atrazine,R,29.6,2,T,LU,,,,O,999,52,,NE,11,4,4,5585,WG,MN1
NE1104045585WGMN1,WG,964,Desethyl atrazine,R,28.3,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5585,WG,MN1
NE1104045585WGMN1,WG,26,"2,4-D",G,19.2,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5585,WG,MN1
NE1104045585WGMN1,WG,32,Diuron,A,6.25,4,T,LU,,Q,,O,999,52,,NE,11,4,4,5585,WG,MN1
NE1104045585WGMN1,WG,ACD,Imazethapyr,J,2.01,2,T,LU,,Q,,O,999,52,,NE,11,4,4,5585,WG,MN1
NE1104045586WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,141,9,T,LU,,,,O,999,52,,NE,11,4,4,5586,WG,MN1
NE1104045586WGMN1,WG,283,Metolachlor,A,120,15,T,LU,,,,O,999,7,,NE,11,4,4,5586,WG,MN1
NE1104045586WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,114,3,T,LU,,,,O,999,52,,NE,11,4,4,5586,WG,MN1
NE1104045586WGMN1,WG,26,"2,4-D",G,99.6,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5586,WG,MN1
NE1104045586WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,96.9,10,T,LU,,,,O,999,52,,NE,11,4,4,5586,WG,MN1
NE1104045586WGMN1,WG,AED,Hydroxy atrazine,R,52.9,2,T,LU,,,,O,999,52,,NE,11,4,4,5586,WG,MN1
NE1104045586WGMN1,WG,305,Atrazine,R,50.4,10,T,LU,,,,O,999,7,,NE,11,4,4,5586,WG,MN1
NE1104045586WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,38.4,3,T,LU,,,,O,999,52,,NE,11,4,4,5586,WG,MN1
NE1104045586WGMN1,WG,807,Acetochlor,A,24.7,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5586,WG,MN1
NE1104045587WGMN1,WG,AED,Hydroxy atrazine,R,23.5,2,T,LU,,,,O,999,52,,NE,11,4,4,5587,WG,MN1
NE1104045587WGMN1,WG,ACB,Imazapyr,J,22.5,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5587,WG,MN1
NE1104045587WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,158,3,T,LU,,,,O,999,52,,NE,11,4,4,5587,WG,MN1
NE1104045587WGMN1,WG,305,Atrazine,R,129,10,T,LU,,,,O,999,7,,NE,11,4,4,5587,WG,MN1
NE1104045587WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,80.7,3,T,LU,,,,O,999,52,,NE,11,4,4,5587,WG,MN1
NE1104045587WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,66.6,12.5,T,LU,,,,O,999,52,,NE,11,4,4,5587,WG,MN1
NE1104045587WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,62.9,10,T,LU,,,,O,999,52,,NE,11,4,4,5587,WG,MN1
NE1104045587WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,60,9,T,LU,,,,O,999,52,,NE,11,4,4,5587,WG,MN1
NE1104045587WGMN1,WG,283,Metolachlor,A,38.7,15,T,LU,,Q,,O,999,7,,NE,11,4,4,5587,WG,MN1
NE1104045588WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,35,3,T,LU,,,,O,999,52,,NE,11,4,4,5588,WG,MN1
NE1104045588WGMN1,WG,964,Desethyl atrazine,R,14.7,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5588,WG,MN1
NE1104045588WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,144,9,T,LU,,,,O,999,52,,NE,11,4,4,5588,WG,MN1
NE1104045588WGMN1,WG,283,Metolachlor,A,128,15,T,LU,,,,O,999,7,,NE,11,4,4,5588,WG,MN1
NE1104045588WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,103,3,T,LU,,,,O,999,52,,NE,11,4,4,5588,WG,MN1
NE1104045588WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,99.9,10,T,LU,,,,O,999,52,,NE,11,4,4,5588,WG,MN1
NE1104045588WGMN1,WG,26,"2,4-D",G,84.2,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5588,WG,MN1
NE1104045588WGMN1,WG,AED,Hydroxy atrazine,R,53.3,2,T,LU,,,,O,999,52,,NE,11,4,4,5588,WG,MN1
NE1104045589WGMN1,WG,964,Desethyl atrazine,R,35.4,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5589,WG,MN1
NE1104045589WGMN1,WG,AED,Hydroxy atrazine,R,23.4,2,T,LU,,,,O,999,52,,NE,11,4,4,5589,WG,MN1
NE1104045589WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,182,3,T,LU,,,,O,999,52,,NE,11,4,4,5589,WG,MN1
NE1104045589WGMN1,WG,ACB,Imazapyr,J,143,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5589,WG,MN1
NE1104045589WGMN1,WG,305,Atrazine,R,134,10,T,LU,,,,O,999,7,,NE,11,4,4,5589,WG,MN1
NE1104045589WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,93.8,3,T,LU,,,,O,999,52,,NE,11,4,4,5589,WG,MN1
NE1104045589WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,88.2,12.5,T,LU,,,,O,999,52,,NE,11,4,4,5589,WG,MN1
NE1104045589WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,77.1,9,T,LU,,,,O,999,52,,NE,11,4,4,5589,WG,MN1
NE1104045589WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,67.3,10,T,LU,,,,O,999,52,,NE,11,4,4,5589,WG,MN1
NE1104045590WGMN1,WG,283,Metolachlor,A,115,15,T,LU,,,,O,999,7,,NE,11,4,4,5590,WG,MN1
NE1104045590WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,83,3,T,LU,,,,O,999,52,,NE,11,4,4,5590,WG,MN1
NE1104045590WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,75.6,10,T,LU,,,,O,999,52,,NE,11,4,4,5590,WG,MN1
NE1104045590WGMN1,WG,26,"2,4-D",G,65.1,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5590,WG,MN1
NE1104045590WGMN1,WG,AED,Hydroxy atrazine,R,52.1,2,T,LU,,,,O,999,52,,NE,11,4,4,5590,WG,MN1
NE1104045590WGMN1,WG,305,Atrazine,R,49.5,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5590,WG,MN1
NE1104045590WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,27.9,3,T,LU,,,,O,999,52,,NE,11,4,4,5590,WG,MN1
NE1104045590WGMN1,WG,964,Desethyl atrazine,R,27.6,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5590,WG,MN1
NE1104045590WGMN1,WG,807,Acetochlor,A,27.1,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5590,WG,MN1
NE1104045590WGMN1,WG,155,Dicamba,G,16.5,15,T,LU,,Q,,O,999,52,,NE,11,4,4,5590,WG,MN1
NE1104045591WGMN1,WG,964,Desethyl atrazine,R,32.3,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5591,WG,MN1
NE1104045591WGMN1,WG,AED,Hydroxy atrazine,R,24.2,2,T,LU,,,,O,999,52,,NE,11,4,4,5591,WG,MN1
NE1104045591WGMN1,WG,ACD,Imazethapyr,J,2.08,2,T,LU,,Q,,O,999,52,,NE,11,4,4,5591,WG,MN1
NE1104045591WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,187,3,T,LU,,,,O,999,52,,NE,11,4,4,5591,WG,MN1
NE1104045591WGMN1,WG,ACB,Imazapyr,J,147,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5591,WG,MN1
NE1104045591WGMN1,WG,305,Atrazine,R,126,10,T,LU,,,,O,999,7,,NE,11,4,4,5591,WG,MN1
NE1104045591WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,101,3,T,LU,,,,O,999,52,,NE,11,4,4,5591,WG,MN1
NE1104045591WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,91.5,12.5,T,LU,,,,O,999,52,,NE,11,4,4,5591,WG,MN1
NE1104045591WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,79.5,9,T,LU,,,,O,999,52,,NE,11,4,4,5591,WG,MN1
NE1104045591WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,75.9,10,T,LU,,,,O,999,52,,NE,11,4,4,5591,WG,MN1
NE1104045592WGMN1,WG,AED,Hydroxy atrazine,R,23.2,2,T,LU,,,,O,999,52,,NE,11,4,4,5592,WG,MN1
NE1104045592WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,14.3,10,T,LU,,Q,,O,999,52,,NE,11,4,4,5592,WG,MN1
NE1104045592WGMN1,WG,ACD,Imazethapyr,J,2.28,2,T,LU,,Q,,O,999,52,,NE,11,4,4,5592,WG,MN1
NE1104045592WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,199,3,T,LU,,,,O,999,52,,NE,11,4,4,5592,WG,MN1
NE1104045592WGMN1,WG,ACB,Imazapyr,J,163,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5592,WG,MN1
NE1104045592WGMN1,WG,305,Atrazine,R,131,10,T,LU,,,,O,999,7,,NE,11,4,4,5592,WG,MN1
NE1104045592WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,82.4,3,T,LU,,,,O,999,52,,NE,11,4,4,5592,WG,MN1
NE1104045592WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,77.8,12.5,T,LU,,,,O,999,52,,NE,11,4,4,5592,WG,MN1
NE1104045592WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,62.7,9,T,LU,,,,O,999,52,,NE,11,4,4,5592,WG,MN1
NE1104045592WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,58.3,10,T,LU,,,,O,999,52,,NE,11,4,4,5592,WG,MN1
NE1104045592WGMN1,WG,964,Desethyl atrazine,R,45.4,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5592,WG,MN1
NE1104045593WGMN1,WG,807,Acetochlor,A,26.3,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5593,WG,MN1
NE1104045593WGMN1,WG,964,Desethyl atrazine,R,13.1,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5593,WG,MN1
NE1104045593WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,113,9,T,LU,,,,O,999,52,,NE,11,4,4,5593,WG,MN1
NE1104045593WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,111,3,T,LU,,,,O,999,52,,NE,11,4,4,5593,WG,MN1
NE1104045593WGMN1,WG,26,"2,4-D",G,94,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5593,WG,MN1
NE1104045593WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,89.9,10,T,LU,,,,O,999,52,,NE,11,4,4,5593,WG,MN1
NE1104045593WGMN1,WG,283,Metolachlor,A,83.2,15,T,LU,,,,O,999,7,,NE,11,4,4,5593,WG,MN1
NE1104045593WGMN1,WG,305,Atrazine,R,51.9,10,T,LU,,,,O,999,7,,NE,11,4,4,5593,WG,MN1
NE1104045593WGMN1,WG,AED,Hydroxy atrazine,R,46.6,2,T,LU,,,,O,999,52,,NE,11,4,4,5593,WG,MN1
NE1104045594WGMN1,WG,807,Acetochlor,A,22,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5594,WG,MN1
NE1104045594WGMN1,WG,964,Desethyl atrazine,R,13.6,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5594,WG,MN1
NE1104045594WGMN1,WG,283,Metolachlor,A,132,15,T,LU,,,,O,999,7,,NE,11,4,4,5594,WG,MN1
NE1104045594WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,119,9,T,LU,,,,O,999,52,,NE,11,4,4,5594,WG,MN1
NE1104045594WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,108,3,T,LU,,,,O,999,52,,NE,11,4,4,5594,WG,MN1
NE1104045594WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,98.6,10,T,LU,,,,O,999,52,,NE,11,4,4,5594,WG,MN1
NE1104045594WGMN1,WG,26,"2,4-D",G,92.5,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5594,WG,MN1
NE1104045594WGMN1,WG,AED,Hydroxy atrazine,R,52.2,2,T,LU,,,,O,999,52,,NE,11,4,4,5594,WG,MN1
NE1104045594WGMN1,WG,305,Atrazine,R,42.3,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5594,WG,MN1
NE1104045595WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,26.4,3,T,LU,,,,O,999,52,,NE,11,4,4,5595,WG,MN1
NE1104045595WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,15.4,12.5,T,LU,,Q,,O,999,52,,NE,11,4,4,5595,WG,MN1
NE1104045595WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,108,9,T,LU,,,,O,999,52,,NE,11,4,4,5595,WG,MN1
NE1104045595WGMN1,WG,283,Metolachlor,A,107,15,T,LU,,,,O,999,7,,NE,11,4,4,5595,WG,MN1
NE1104045595WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,79.6,3,T,LU,,,,O,999,52,,NE,11,4,4,5595,WG,MN1
NE1104045595WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,71.6,10,T,LU,,,,O,999,52,,NE,11,4,4,5595,WG,MN1
NE1104045595WGMN1,WG,26,"2,4-D",G,63.7,2.5,T,LU,,,,O,999,52,,NE,11,4,4,5595,WG,MN1
NE1104045595WGMN1,WG,305,Atrazine,R,47.8,10,T,LU,,Q,,O,999,7,,NE,11,4,4,5595,WG,MN1
NE1104045595WGMN1,WG,AED,Hydroxy atrazine,R,46.2,2,T,LU,,,,O,999,52,,NE,11,4,4,5595,WG,MN1
